datekey|data|ano|mes|trimestre|inicio_semana|range_semana|ano_mes|mes_ano|numero_semana|ano_mes_semana|dia_da_semana|dia_da_semana_completo|mes_texto|mes_texto_completo
1,495|2023-02-04 00:00:00|2,023|2|1|2023-01-30 00:00:00|(30/01 A 05/02)|2023/02|02/2023|5|2023/01 5|SAB|SÁBADO|FEV|FEVEREIRO
1,496|2023-02-05 00:00:00|2,023|2|1|2023-01-30 00:00:00|(30/01 A 05/02)|2023/02|02/2023|5|2023/01 5|DOM|DOMINGO|FEV|FEVEREIRO
1,497|2023-02-06 00:00:00|2,023|2|1|2023-02-06 00:00:00|(06/02 A 12/02)|2023/02|02/2023|1|2023/02 1|SEG|SEGUNDA-FEIRA|FEV|FEVEREIRO
1,498|2023-02-07 00:00:00|2,023|2|1|2023-02-06 00:00:00|(06/02 A 12/02)|2023/02|02/2023|1|2023/02 1|TER|TERÇA-FEIRA|FEV|FEVEREIRO
1,499|2023-02-08 00:00:00|2,023|2|1|2023-02-06 00:00:00|(06/02 A 12/02)|2023/02|02/2023|1|2023/02 1|QUA|QUARTA-FEIRA|FEV|FEVEREIRO
1,500|2023-02-09 00:00:00|2,023|2|1|2023-02-06 00:00:00|(06/02 A 12/02)|2023/02|02/2023|1|2023/02 1|QUI|QUINTA-FEIRA|FEV|FEVEREIRO
1,501|2023-02-10 00:00:00|2,023|2|1|2023-02-06 00:00:00|(06/02 A 12/02)|2023/02|02/2023|1|2023/02 1|SEX|SEXTA-FEIRA|FEV|FEVEREIRO
1,502|2023-02-11 00:00:00|2,023|2|1|2023-02-06 00:00:00|(06/02 A 12/02)|2023/02|02/2023|1|2023/02 1|SAB|SÁBADO|FEV|FEVEREIRO
1,503|2023-02-12 00:00:00|2,023|2|1|2023-02-06 00:00:00|(06/02 A 12/02)|2023/02|02/2023|1|2023/02 1|DOM|DOMINGO|FEV|FEVEREIRO
1,504|2023-02-13 00:00:00|2,023|2|1|2023-02-13 00:00:00|(13/02 A 19/02)|2023/02|02/2023|2|2023/02 2|SEG|SEGUNDA-FEIRA|FEV|FEVEREIRO
1,505|2023-02-14 00:00:00|2,023|2|1|2023-02-13 00:00:00|(13/02 A 19/02)|2023/02|02/2023|2|2023/02 2|TER|TERÇA-FEIRA|FEV|FEVEREIRO
1,506|2023-02-15 00:00:00|2,023|2|1|2023-02-13 00:00:00|(13/02 A 19/02)|2023/02|02/2023|2|2023/02 2|QUA|QUARTA-FEIRA|FEV|FEVEREIRO
1,507|2023-02-16 00:00:00|2,023|2|1|2023-02-13 00:00:00|(13/02 A 19/02)|2023/02|02/2023|2|2023/02 2|QUI|QUINTA-FEIRA|FEV|FEVEREIRO
1,508|2023-02-17 00:00:00|2,023|2|1|2023-02-13 00:00:00|(13/02 A 19/02)|2023/02|02/2023|2|2023/02 2|SEX|SEXTA-FEIRA|FEV|FEVEREIRO
1,509|2023-02-18 00:00:00|2,023|2|1|2023-02-13 00:00:00|(13/02 A 19/02)|2023/02|02/2023|2|2023/02 2|SAB|SÁBADO|FEV|FEVEREIRO
1,510|2023-02-19 00:00:00|2,023|2|1|2023-02-13 00:00:00|(13/02 A 19/02)|2023/02|02/2023|2|2023/02 2|DOM|DOMINGO|FEV|FEVEREIRO
1,511|2023-02-20 00:00:00|2,023|2|1|2023-02-20 00:00:00|(20/02 A 26/02)|2023/02|02/2023|3|2023/02 3|SEG|SEGUNDA-FEIRA|FEV|FEVEREIRO
1,512|2023-02-21 00:00:00|2,023|2|1|2023-02-20 00:00:00|(20/02 A 26/02)|2023/02|02/2023|3|2023/02 3|TER|TERÇA-FEIRA|FEV|FEVEREIRO
1,513|2023-02-22 00:00:00|2,023|2|1|2023-02-20 00:00:00|(20/02 A 26/02)|2023/02|02/2023|3|2023/02 3|QUA|QUARTA-FEIRA|FEV|FEVEREIRO
1,514|2023-02-23 00:00:00|2,023|2|1|2023-02-20 00:00:00|(20/02 A 26/02)|2023/02|02/2023|3|2023/02 3|QUI|QUINTA-FEIRA|FEV|FEVEREIRO
1,515|2023-02-24 00:00:00|2,023|2|1|2023-02-20 00:00:00|(20/02 A 26/02)|2023/02|02/2023|3|2023/02 3|SEX|SEXTA-FEIRA|FEV|FEVEREIRO
1,516|2023-02-25 00:00:00|2,023|2|1|2023-02-20 00:00:00|(20/02 A 26/02)|2023/02|02/2023|3|2023/02 3|SAB|SÁBADO|FEV|FEVEREIRO
1,517|2023-02-26 00:00:00|2,023|2|1|2023-02-20 00:00:00|(20/02 A 26/02)|2023/02|02/2023|3|2023/02 3|DOM|DOMINGO|FEV|FEVEREIRO
1,518|2023-02-27 00:00:00|2,023|2|1|2023-02-27 00:00:00|(27/02 A 05/03)|2023/02|02/2023|4|2023/02 4|SEG|SEGUNDA-FEIRA|FEV|FEVEREIRO
1,519|2023-02-28 00:00:00|2,023|2|1|2023-02-27 00:00:00|(27/02 A 05/03)|2023/02|02/2023|4|2023/02 4|TER|TERÇA-FEIRA|FEV|FEVEREIRO
1,520|2023-03-01 00:00:00|2,023|3|1|2023-02-27 00:00:00|(27/02 A 05/03)|2023/03|03/2023|4|2023/02 4|QUA|QUARTA-FEIRA|MAR|MARÇO
1,521|2023-03-02 00:00:00|2,023|3|1|2023-02-27 00:00:00|(27/02 A 05/03)|2023/03|03/2023|4|2023/02 4|QUI|QUINTA-FEIRA|MAR|MARÇO
1,522|2023-03-03 00:00:00|2,023|3|1|2023-02-27 00:00:00|(27/02 A 05/03)|2023/03|03/2023|4|2023/02 4|SEX|SEXTA-FEIRA|MAR|MARÇO
1,523|2023-03-04 00:00:00|2,023|3|1|2023-02-27 00:00:00|(27/02 A 05/03)|2023/03|03/2023|4|2023/02 4|SAB|SÁBADO|MAR|MARÇO
1,524|2023-03-05 00:00:00|2,023|3|1|2023-02-27 00:00:00|(27/02 A 05/03)|2023/03|03/2023|4|2023/02 4|DOM|DOMINGO|MAR|MARÇO
1,525|2023-03-06 00:00:00|2,023|3|1|2023-03-06 00:00:00|(06/03 A 12/03)|2023/03|03/2023|1|2023/03 1|SEG|SEGUNDA-FEIRA|MAR|MARÇO
1,526|2023-03-07 00:00:00|2,023|3|1|2023-03-06 00:00:00|(06/03 A 12/03)|2023/03|03/2023|1|2023/03 1|TER|TERÇA-FEIRA|MAR|MARÇO
1,527|2023-03-08 00:00:00|2,023|3|1|2023-03-06 00:00:00|(06/03 A 12/03)|2023/03|03/2023|1|2023/03 1|QUA|QUARTA-FEIRA|MAR|MARÇO
1,528|2023-03-09 00:00:00|2,023|3|1|2023-03-06 00:00:00|(06/03 A 12/03)|2023/03|03/2023|1|2023/03 1|QUI|QUINTA-FEIRA|MAR|MARÇO
1,529|2023-03-10 00:00:00|2,023|3|1|2023-03-06 00:00:00|(06/03 A 12/03)|2023/03|03/2023|1|2023/03 1|SEX|SEXTA-FEIRA|MAR|MARÇO
1,530|2023-03-11 00:00:00|2,023|3|1|2023-03-06 00:00:00|(06/03 A 12/03)|2023/03|03/2023|1|2023/03 1|SAB|SÁBADO|MAR|MARÇO
1,531|2023-03-12 00:00:00|2,023|3|1|2023-03-06 00:00:00|(06/03 A 12/03)|2023/03|03/2023|1|2023/03 1|DOM|DOMINGO|MAR|MARÇO
1,532|2023-03-13 00:00:00|2,023|3|1|2023-03-13 00:00:00|(13/03 A 19/03)|2023/03|03/2023|2|2023/03 2|SEG|SEGUNDA-FEIRA|MAR|MARÇO
1,533|2023-03-14 00:00:00|2,023|3|1|2023-03-13 00:00:00|(13/03 A 19/03)|2023/03|03/2023|2|2023/03 2|TER|TERÇA-FEIRA|MAR|MARÇO
1,534|2023-03-15 00:00:00|2,023|3|1|2023-03-13 00:00:00|(13/03 A 19/03)|2023/03|03/2023|2|2023/03 2|QUA|QUARTA-FEIRA|MAR|MARÇO
1,535|2023-03-16 00:00:00|2,023|3|1|2023-03-13 00:00:00|(13/03 A 19/03)|2023/03|03/2023|2|2023/03 2|QUI|QUINTA-FEIRA|MAR|MARÇO
1,536|2023-03-17 00:00:00|2,023|3|1|2023-03-13 00:00:00|(13/03 A 19/03)|2023/03|03/2023|2|2023/03 2|SEX|SEXTA-FEIRA|MAR|MARÇO
1,537|2023-03-18 00:00:00|2,023|3|1|2023-03-13 00:00:00|(13/03 A 19/03)|2023/03|03/2023|2|2023/03 2|SAB|SÁBADO|MAR|MARÇO
1,538|2023-03-19 00:00:00|2,023|3|1|2023-03-13 00:00:00|(13/03 A 19/03)|2023/03|03/2023|2|2023/03 2|DOM|DOMINGO|MAR|MARÇO
1,539|2023-03-20 00:00:00|2,023|3|1|2023-03-20 00:00:00|(20/03 A 26/03)|2023/03|03/2023|3|2023/03 3|SEG|SEGUNDA-FEIRA|MAR|MARÇO
1,540|2023-03-21 00:00:00|2,023|3|1|2023-03-20 00:00:00|(20/03 A 26/03)|2023/03|03/2023|3|2023/03 3|TER|TERÇA-FEIRA|MAR|MARÇO
1,541|2023-03-22 00:00:00|2,023|3|1|2023-03-20 00:00:00|(20/03 A 26/03)|2023/03|03/2023|3|2023/03 3|QUA|QUARTA-FEIRA|MAR|MARÇO
1,542|2023-03-23 00:00:00|2,023|3|1|2023-03-20 00:00:00|(20/03 A 26/03)|2023/03|03/2023|3|2023/03 3|QUI|QUINTA-FEIRA|MAR|MARÇO
1,543|2023-03-24 00:00:00|2,023|3|1|2023-03-20 00:00:00|(20/03 A 26/03)|2023/03|03/2023|3|2023/03 3|SEX|SEXTA-FEIRA|MAR|MARÇO
1,544|2023-03-25 00:00:00|2,023|3|1|2023-03-20 00:00:00|(20/03 A 26/03)|2023/03|03/2023|3|2023/03 3|SAB|SÁBADO|MAR|MARÇO
1,545|2023-03-26 00:00:00|2,023|3|1|2023-03-20 00:00:00|(20/03 A 26/03)|2023/03|03/2023|3|2023/03 3|DOM|DOMINGO|MAR|MARÇO
1,546|2023-03-27 00:00:00|2,023|3|1|2023-03-27 00:00:00|(27/03 A 02/04)|2023/03|03/2023|4|2023/03 4|SEG|SEGUNDA-FEIRA|MAR|MARÇO
1,547|2023-03-28 00:00:00|2,023|3|1|2023-03-27 00:00:00|(27/03 A 02/04)|2023/03|03/2023|4|2023/03 4|TER|TERÇA-FEIRA|MAR|MARÇO
1,548|2023-03-29 00:00:00|2,023|3|1|2023-03-27 00:00:00|(27/03 A 02/04)|2023/03|03/2023|4|2023/03 4|QUA|QUARTA-FEIRA|MAR|MARÇO
1,549|2023-03-30 00:00:00|2,023|3|1|2023-03-27 00:00:00|(27/03 A 02/04)|2023/03|03/2023|4|2023/03 4|QUI|QUINTA-FEIRA|MAR|MARÇO
1,550|2023-03-31 00:00:00|2,023|3|1|2023-03-27 00:00:00|(27/03 A 02/04)|2023/03|03/2023|4|2023/03 4|SEX|SEXTA-FEIRA|MAR|MARÇO
1,551|2023-04-01 00:00:00|2,023|4|2|2023-03-27 00:00:00|(27/03 A 02/04)|2023/04|04/2023|4|2023/03 4|SAB|SÁBADO|ABR|ABRIL
1,552|2023-04-02 00:00:00|2,023|4|2|2023-03-27 00:00:00|(27/03 A 02/04)|2023/04|04/2023|4|2023/03 4|DOM|DOMINGO|ABR|ABRIL
1,553|2023-04-03 00:00:00|2,023|4|2|2023-04-03 00:00:00|(03/04 A 09/04)|2023/04|04/2023|1|2023/04 1|SEG|SEGUNDA-FEIRA|ABR|ABRIL
1,554|2023-04-04 00:00:00|2,023|4|2|2023-04-03 00:00:00|(03/04 A 09/04)|2023/04|04/2023|1|2023/04 1|TER|TERÇA-FEIRA|ABR|ABRIL
1,555|2023-04-05 00:00:00|2,023|4|2|2023-04-03 00:00:00|(03/04 A 09/04)|2023/04|04/2023|1|2023/04 1|QUA|QUARTA-FEIRA|ABR|ABRIL
1,556|2023-04-06 00:00:00|2,023|4|2|2023-04-03 00:00:00|(03/04 A 09/04)|2023/04|04/2023|1|2023/04 1|QUI|QUINTA-FEIRA|ABR|ABRIL
1,557|2023-04-07 00:00:00|2,023|4|2|2023-04-03 00:00:00|(03/04 A 09/04)|2023/04|04/2023|1|2023/04 1|SEX|SEXTA-FEIRA|ABR|ABRIL
1,558|2023-04-08 00:00:00|2,023|4|2|2023-04-03 00:00:00|(03/04 A 09/04)|2023/04|04/2023|1|2023/04 1|SAB|SÁBADO|ABR|ABRIL
1,559|2023-04-09 00:00:00|2,023|4|2|2023-04-03 00:00:00|(03/04 A 09/04)|2023/04|04/2023|1|2023/04 1|DOM|DOMINGO|ABR|ABRIL
1,560|2023-04-10 00:00:00|2,023|4|2|2023-04-10 00:00:00|(10/04 A 16/04)|2023/04|04/2023|2|2023/04 2|SEG|SEGUNDA-FEIRA|ABR|ABRIL
1,561|2023-04-11 00:00:00|2,023|4|2|2023-04-10 00:00:00|(10/04 A 16/04)|2023/04|04/2023|2|2023/04 2|TER|TERÇA-FEIRA|ABR|ABRIL
1,562|2023-04-12 00:00:00|2,023|4|2|2023-04-10 00:00:00|(10/04 A 16/04)|2023/04|04/2023|2|2023/04 2|QUA|QUARTA-FEIRA|ABR|ABRIL
1,563|2023-04-13 00:00:00|2,023|4|2|2023-04-10 00:00:00|(10/04 A 16/04)|2023/04|04/2023|2|2023/04 2|QUI|QUINTA-FEIRA|ABR|ABRIL
1,564|2023-04-14 00:00:00|2,023|4|2|2023-04-10 00:00:00|(10/04 A 16/04)|2023/04|04/2023|2|2023/04 2|SEX|SEXTA-FEIRA|ABR|ABRIL
1,565|2023-04-15 00:00:00|2,023|4|2|2023-04-10 00:00:00|(10/04 A 16/04)|2023/04|04/2023|2|2023/04 2|SAB|SÁBADO|ABR|ABRIL
1,566|2023-04-16 00:00:00|2,023|4|2|2023-04-10 00:00:00|(10/04 A 16/04)|2023/04|04/2023|2|2023/04 2|DOM|DOMINGO|ABR|ABRIL
1,567|2023-04-17 00:00:00|2,023|4|2|2023-04-17 00:00:00|(17/04 A 23/04)|2023/04|04/2023|3|2023/04 3|SEG|SEGUNDA-FEIRA|ABR|ABRIL
1,568|2023-04-18 00:00:00|2,023|4|2|2023-04-17 00:00:00|(17/04 A 23/04)|2023/04|04/2023|3|2023/04 3|TER|TERÇA-FEIRA|ABR|ABRIL
1,569|2023-04-19 00:00:00|2,023|4|2|2023-04-17 00:00:00|(17/04 A 23/04)|2023/04|04/2023|3|2023/04 3|QUA|QUARTA-FEIRA|ABR|ABRIL
1,570|2023-04-20 00:00:00|2,023|4|2|2023-04-17 00:00:00|(17/04 A 23/04)|2023/04|04/2023|3|2023/04 3|QUI|QUINTA-FEIRA|ABR|ABRIL
1,571|2023-04-21 00:00:00|2,023|4|2|2023-04-17 00:00:00|(17/04 A 23/04)|2023/04|04/2023|3|2023/04 3|SEX|SEXTA-FEIRA|ABR|ABRIL
1,572|2023-04-22 00:00:00|2,023|4|2|2023-04-17 00:00:00|(17/04 A 23/04)|2023/04|04/2023|3|2023/04 3|SAB|SÁBADO|ABR|ABRIL
1,573|2023-04-23 00:00:00|2,023|4|2|2023-04-17 00:00:00|(17/04 A 23/04)|2023/04|04/2023|3|2023/04 3|DOM|DOMINGO|ABR|ABRIL
1,574|2023-04-24 00:00:00|2,023|4|2|2023-04-24 00:00:00|(24/04 A 30/04)|2023/04|04/2023|4|2023/04 4|SEG|SEGUNDA-FEIRA|ABR|ABRIL
1,575|2023-04-25 00:00:00|2,023|4|2|2023-04-24 00:00:00|(24/04 A 30/04)|2023/04|04/2023|4|2023/04 4|TER|TERÇA-FEIRA|ABR|ABRIL
1,576|2023-04-26 00:00:00|2,023|4|2|2023-04-24 00:00:00|(24/04 A 30/04)|2023/04|04/2023|4|2023/04 4|QUA|QUARTA-FEIRA|ABR|ABRIL
1,577|2023-04-27 00:00:00|2,023|4|2|2023-04-24 00:00:00|(24/04 A 30/04)|2023/04|04/2023|4|2023/04 4|QUI|QUINTA-FEIRA|ABR|ABRIL
1,578|2023-04-28 00:00:00|2,023|4|2|2023-04-24 00:00:00|(24/04 A 30/04)|2023/04|04/2023|4|2023/04 4|SEX|SEXTA-FEIRA|ABR|ABRIL
1,579|2023-04-29 00:00:00|2,023|4|2|2023-04-24 00:00:00|(24/04 A 30/04)|2023/04|04/2023|4|2023/04 4|SAB|SÁBADO|ABR|ABRIL
1,580|2023-04-30 00:00:00|2,023|4|2|2023-04-24 00:00:00|(24/04 A 30/04)|2023/04|04/2023|4|2023/04 4|DOM|DOMINGO|ABR|ABRIL
1,581|2023-05-01 00:00:00|2,023|5|2|2023-05-01 00:00:00|(01/05 A 07/05)|2023/05|05/2023|1|2023/05 1|SEG|SEGUNDA-FEIRA|MAI|MAIO
1,582|2023-05-02 00:00:00|2,023|5|2|2023-05-01 00:00:00|(01/05 A 07/05)|2023/05|05/2023|1|2023/05 1|TER|TERÇA-FEIRA|MAI|MAIO
1,583|2023-05-03 00:00:00|2,023|5|2|2023-05-01 00:00:00|(01/05 A 07/05)|2023/05|05/2023|1|2023/05 1|QUA|QUARTA-FEIRA|MAI|MAIO
1,584|2023-05-04 00:00:00|2,023|5|2|2023-05-01 00:00:00|(01/05 A 07/05)|2023/05|05/2023|1|2023/05 1|QUI|QUINTA-FEIRA|MAI|MAIO
1,585|2023-05-05 00:00:00|2,023|5|2|2023-05-01 00:00:00|(01/05 A 07/05)|2023/05|05/2023|1|2023/05 1|SEX|SEXTA-FEIRA|MAI|MAIO
1,586|2023-05-06 00:00:00|2,023|5|2|2023-05-01 00:00:00|(01/05 A 07/05)|2023/05|05/2023|1|2023/05 1|SAB|SÁBADO|MAI|MAIO
1,587|2023-05-07 00:00:00|2,023|5|2|2023-05-01 00:00:00|(01/05 A 07/05)|2023/05|05/2023|1|2023/05 1|DOM|DOMINGO|MAI|MAIO
1,588|2023-05-08 00:00:00|2,023|5|2|2023-05-08 00:00:00|(08/05 A 14/05)|2023/05|05/2023|2|2023/05 2|SEG|SEGUNDA-FEIRA|MAI|MAIO
1,589|2023-05-09 00:00:00|2,023|5|2|2023-05-08 00:00:00|(08/05 A 14/05)|2023/05|05/2023|2|2023/05 2|TER|TERÇA-FEIRA|MAI|MAIO
1,590|2023-05-10 00:00:00|2,023|5|2|2023-05-08 00:00:00|(08/05 A 14/05)|2023/05|05/2023|2|2023/05 2|QUA|QUARTA-FEIRA|MAI|MAIO
1,591|2023-05-11 00:00:00|2,023|5|2|2023-05-08 00:00:00|(08/05 A 14/05)|2023/05|05/2023|2|2023/05 2|QUI|QUINTA-FEIRA|MAI|MAIO
1,592|2023-05-12 00:00:00|2,023|5|2|2023-05-08 00:00:00|(08/05 A 14/05)|2023/05|05/2023|2|2023/05 2|SEX|SEXTA-FEIRA|MAI|MAIO
1,593|2023-05-13 00:00:00|2,023|5|2|2023-05-08 00:00:00|(08/05 A 14/05)|2023/05|05/2023|2|2023/05 2|SAB|SÁBADO|MAI|MAIO
1,594|2023-05-14 00:00:00|2,023|5|2|2023-05-08 00:00:00|(08/05 A 14/05)|2023/05|05/2023|2|2023/05 2|DOM|DOMINGO|MAI|MAIO
1,595|2023-05-15 00:00:00|2,023|5|2|2023-05-15 00:00:00|(15/05 A 21/05)|2023/05|05/2023|3|2023/05 3|SEG|SEGUNDA-FEIRA|MAI|MAIO
1,596|2023-05-16 00:00:00|2,023|5|2|2023-05-15 00:00:00|(15/05 A 21/05)|2023/05|05/2023|3|2023/05 3|TER|TERÇA-FEIRA|MAI|MAIO
1,597|2023-05-17 00:00:00|2,023|5|2|2023-05-15 00:00:00|(15/05 A 21/05)|2023/05|05/2023|3|2023/05 3|QUA|QUARTA-FEIRA|MAI|MAIO
1,598|2023-05-18 00:00:00|2,023|5|2|2023-05-15 00:00:00|(15/05 A 21/05)|2023/05|05/2023|3|2023/05 3|QUI|QUINTA-FEIRA|MAI|MAIO
1,599|2023-05-19 00:00:00|2,023|5|2|2023-05-15 00:00:00|(15/05 A 21/05)|2023/05|05/2023|3|2023/05 3|SEX|SEXTA-FEIRA|MAI|MAIO
1,600|2023-05-20 00:00:00|2,023|5|2|2023-05-15 00:00:00|(15/05 A 21/05)|2023/05|05/2023|3|2023/05 3|SAB|SÁBADO|MAI|MAIO
1,601|2023-05-21 00:00:00|2,023|5|2|2023-05-15 00:00:00|(15/05 A 21/05)|2023/05|05/2023|3|2023/05 3|DOM|DOMINGO|MAI|MAIO
1,602|2023-05-22 00:00:00|2,023|5|2|2023-05-22 00:00:00|(22/05 A 28/05)|2023/05|05/2023|4|2023/05 4|SEG|SEGUNDA-FEIRA|MAI|MAIO
1,603|2023-05-23 00:00:00|2,023|5|2|2023-05-22 00:00:00|(22/05 A 28/05)|2023/05|05/2023|4|2023/05 4|TER|TERÇA-FEIRA|MAI|MAIO
1,604|2023-05-24 00:00:00|2,023|5|2|2023-05-22 00:00:00|(22/05 A 28/05)|2023/05|05/2023|4|2023/05 4|QUA|QUARTA-FEIRA|MAI|MAIO
1,605|2023-05-25 00:00:00|2,023|5|2|2023-05-22 00:00:00|(22/05 A 28/05)|2023/05|05/2023|4|2023/05 4|QUI|QUINTA-FEIRA|MAI|MAIO
1,606|2023-05-26 00:00:00|2,023|5|2|2023-05-22 00:00:00|(22/05 A 28/05)|2023/05|05/2023|4|2023/05 4|SEX|SEXTA-FEIRA|MAI|MAIO
1,607|2023-05-27 00:00:00|2,023|5|2|2023-05-22 00:00:00|(22/05 A 28/05)|2023/05|05/2023|4|2023/05 4|SAB|SÁBADO|MAI|MAIO
1,608|2023-05-28 00:00:00|2,023|5|2|2023-05-22 00:00:00|(22/05 A 28/05)|2023/05|05/2023|4|2023/05 4|DOM|DOMINGO|MAI|MAIO
1,609|2023-05-29 00:00:00|2,023|5|2|2023-05-29 00:00:00|(29/05 A 04/06)|2023/05|05/2023|5|2023/05 5|SEG|SEGUNDA-FEIRA|MAI|MAIO
1,610|2023-05-30 00:00:00|2,023|5|2|2023-05-29 00:00:00|(29/05 A 04/06)|2023/05|05/2023|5|2023/05 5|TER|TERÇA-FEIRA|MAI|MAIO
1,611|2023-05-31 00:00:00|2,023|5|2|2023-05-29 00:00:00|(29/05 A 04/06)|2023/05|05/2023|5|2023/05 5|QUA|QUARTA-FEIRA|MAI|MAIO
1,612|2023-06-01 00:00:00|2,023|6|2|2023-05-29 00:00:00|(29/05 A 04/06)|2023/06|06/2023|5|2023/05 5|QUI|QUINTA-FEIRA|JUN|JUNHO
1,613|2023-06-02 00:00:00|2,023|6|2|2023-05-29 00:00:00|(29/05 A 04/06)|2023/06|06/2023|5|2023/05 5|SEX|SEXTA-FEIRA|JUN|JUNHO
1,614|2023-06-03 00:00:00|2,023|6|2|2023-05-29 00:00:00|(29/05 A 04/06)|2023/06|06/2023|5|2023/05 5|SAB|SÁBADO|JUN|JUNHO
1,615|2023-06-04 00:00:00|2,023|6|2|2023-05-29 00:00:00|(29/05 A 04/06)|2023/06|06/2023|5|2023/05 5|DOM|DOMINGO|JUN|JUNHO
1,616|2023-06-05 00:00:00|2,023|6|2|2023-06-05 00:00:00|(05/06 A 11/06)|2023/06|06/2023|1|2023/06 1|SEG|SEGUNDA-FEIRA|JUN|JUNHO
1,617|2023-06-06 00:00:00|2,023|6|2|2023-06-05 00:00:00|(05/06 A 11/06)|2023/06|06/2023|1|2023/06 1|TER|TERÇA-FEIRA|JUN|JUNHO
1,618|2023-06-07 00:00:00|2,023|6|2|2023-06-05 00:00:00|(05/06 A 11/06)|2023/06|06/2023|1|2023/06 1|QUA|QUARTA-FEIRA|JUN|JUNHO
1,619|2023-06-08 00:00:00|2,023|6|2|2023-06-05 00:00:00|(05/06 A 11/06)|2023/06|06/2023|1|2023/06 1|QUI|QUINTA-FEIRA|JUN|JUNHO
1,620|2023-06-09 00:00:00|2,023|6|2|2023-06-05 00:00:00|(05/06 A 11/06)|2023/06|06/2023|1|2023/06 1|SEX|SEXTA-FEIRA|JUN|JUNHO
1,621|2023-06-10 00:00:00|2,023|6|2|2023-06-05 00:00:00|(05/06 A 11/06)|2023/06|06/2023|1|2023/06 1|SAB|SÁBADO|JUN|JUNHO
1,622|2023-06-11 00:00:00|2,023|6|2|2023-06-05 00:00:00|(05/06 A 11/06)|2023/06|06/2023|1|2023/06 1|DOM|DOMINGO|JUN|JUNHO
1,623|2023-06-12 00:00:00|2,023|6|2|2023-06-12 00:00:00|(12/06 A 18/06)|2023/06|06/2023|2|2023/06 2|SEG|SEGUNDA-FEIRA|JUN|JUNHO
1,624|2023-06-13 00:00:00|2,023|6|2|2023-06-12 00:00:00|(12/06 A 18/06)|2023/06|06/2023|2|2023/06 2|TER|TERÇA-FEIRA|JUN|JUNHO
1,625|2023-06-14 00:00:00|2,023|6|2|2023-06-12 00:00:00|(12/06 A 18/06)|2023/06|06/2023|2|2023/06 2|QUA|QUARTA-FEIRA|JUN|JUNHO
1,626|2023-06-15 00:00:00|2,023|6|2|2023-06-12 00:00:00|(12/06 A 18/06)|2023/06|06/2023|2|2023/06 2|QUI|QUINTA-FEIRA|JUN|JUNHO
1,627|2023-06-16 00:00:00|2,023|6|2|2023-06-12 00:00:00|(12/06 A 18/06)|2023/06|06/2023|2|2023/06 2|SEX|SEXTA-FEIRA|JUN|JUNHO
1,628|2023-06-17 00:00:00|2,023|6|2|2023-06-12 00:00:00|(12/06 A 18/06)|2023/06|06/2023|2|2023/06 2|SAB|SÁBADO|JUN|JUNHO
1,629|2023-06-18 00:00:00|2,023|6|2|2023-06-12 00:00:00|(12/06 A 18/06)|2023/06|06/2023|2|2023/06 2|DOM|DOMINGO|JUN|JUNHO
1,630|2023-06-19 00:00:00|2,023|6|2|2023-06-19 00:00:00|(19/06 A 25/06)|2023/06|06/2023|3|2023/06 3|SEG|SEGUNDA-FEIRA|JUN|JUNHO
1,631|2023-06-20 00:00:00|2,023|6|2|2023-06-19 00:00:00|(19/06 A 25/06)|2023/06|06/2023|3|2023/06 3|TER|TERÇA-FEIRA|JUN|JUNHO
1,632|2023-06-21 00:00:00|2,023|6|2|2023-06-19 00:00:00|(19/06 A 25/06)|2023/06|06/2023|3|2023/06 3|QUA|QUARTA-FEIRA|JUN|JUNHO
1,633|2023-06-22 00:00:00|2,023|6|2|2023-06-19 00:00:00|(19/06 A 25/06)|2023/06|06/2023|3|2023/06 3|QUI|QUINTA-FEIRA|JUN|JUNHO
1,634|2023-06-23 00:00:00|2,023|6|2|2023-06-19 00:00:00|(19/06 A 25/06)|2023/06|06/2023|3|2023/06 3|SEX|SEXTA-FEIRA|JUN|JUNHO
1,635|2023-06-24 00:00:00|2,023|6|2|2023-06-19 00:00:00|(19/06 A 25/06)|2023/06|06/2023|3|2023/06 3|SAB|SÁBADO|JUN|JUNHO
1,636|2023-06-25 00:00:00|2,023|6|2|2023-06-19 00:00:00|(19/06 A 25/06)|2023/06|06/2023|3|2023/06 3|DOM|DOMINGO|JUN|JUNHO
1,637|2023-06-26 00:00:00|2,023|6|2|2023-06-26 00:00:00|(26/06 A 02/07)|2023/06|06/2023|4|2023/06 4|SEG|SEGUNDA-FEIRA|JUN|JUNHO
1,638|2023-06-27 00:00:00|2,023|6|2|2023-06-26 00:00:00|(26/06 A 02/07)|2023/06|06/2023|4|2023/06 4|TER|TERÇA-FEIRA|JUN|JUNHO
1,639|2023-06-28 00:00:00|2,023|6|2|2023-06-26 00:00:00|(26/06 A 02/07)|2023/06|06/2023|4|2023/06 4|QUA|QUARTA-FEIRA|JUN|JUNHO
1,640|2023-06-29 00:00:00|2,023|6|2|2023-06-26 00:00:00|(26/06 A 02/07)|2023/06|06/2023|4|2023/06 4|QUI|QUINTA-FEIRA|JUN|JUNHO
1,641|2023-06-30 00:00:00|2,023|6|2|2023-06-26 00:00:00|(26/06 A 02/07)|2023/06|06/2023|4|2023/06 4|SEX|SEXTA-FEIRA|JUN|JUNHO
1,642|2023-07-01 00:00:00|2,023|7|3|2023-06-26 00:00:00|(26/06 A 02/07)|2023/07|07/2023|4|2023/06 4|SAB|SÁBADO|JUL|JULHO
